ticker,tipo,isin,nome,yahoo,mercato
LQQ,etf,,Amundi Nasdaq-100 Daily 2x Leveraged,LQQ.MI,Borsa Italiana
3USL,etf,,WisdomTree S&P 500 3x Daily Leveraged,3USL.MI,Borsa Italiana
3ITL,etf,,WisdomTree FTSE MIB 3x Daily Leveraged,3ITL.MI,Borsa Italiana
3DEL,etf,,WisdomTree DAX 3x Daily Leveraged,3DEL.MI,Borsa Italiana
A2A.MI,azione,,A2A,A2A.MI,Borsa Italiana
AMP.MI,azione,,Amplifon,AMP.MI,Borsa Italiana
AZM.MI,azione,,Azimut,AZM.MI,Borsa Italiana
BGN.MI,azione,,Banca Generali,BGN.MI,Borsa Italiana
BMED.MI,azione,,Banca Mediolanum,BMED.MI,Borsa Italiana
BAMI.MI,azione,,Banco BPM,BAMI.MI,Borsa Italiana
BPE.MI,azione,,BPER Banca,BPE.MI,Borsa Italiana
BMPS.MI,azione,,Monte dei Paschi,BMPS.MI,Borsa Italiana
BC.MI,azione,,Brunello Cucinelli,BC.MI,Borsa Italiana
BZU.MI,azione,,Buzzi,BZU.MI,Borsa Italiana
CPR.MI,azione,,Campari,CPR.MI,Borsa Italiana
DIA.MI,azione,,DiaSorin,DIA.MI,Borsa Italiana
ENEL.MI,azione,,Enel,ENEL.MI,Borsa Italiana
ENI.MI,azione,,Eni,ENI.MI,Borsa Italiana
ERG.MI,azione,,ERG,ERG.MI,Borsa Italiana
RACE.MI,azione,,Ferrari,RACE.MI,Borsa Italiana
FBK.MI,azione,,FinecoBank,FBK.MI,Borsa Italiana
G.MI,azione,,Generali,G.MI,Borsa Italiana
HER.MI,azione,,Hera,HER.MI,Borsa Italiana
IP.MI,azione,,Interpump,IP.MI,Borsa Italiana
ISP.MI,azione,,Intesa Sanpaolo,ISP.MI,Borsa Italiana
INW.MI,azione,,Inwit,INW.MI,Borsa Italiana
IG.MI,azione,,Italgas,IG.MI,Borsa Italiana
IVG.MI,azione,,Iveco,IVG.MI,Borsa Italiana
LDO.MI,azione,,Leonardo,LDO.MI,Borsa Italiana
LTMC.MI,azione,,Lottomatica,LTMC.MI,Borsa Italiana
MB.MI,azione,,Mediobanca,MB.MI,Borsa Italiana
MONC.MI,azione,,Moncler,MONC.MI,Borsa Italiana
NEXI.MI,azione,,Nexi,NEXI.MI,Borsa Italiana
PIRC.MI,azione,,Pirelli,PIRC.MI,Borsa Italiana
PST.MI,azione,,Poste Italiane,PST.MI,Borsa Italiana
PRY.MI,azione,,Prysmian,PRY.MI,Borsa Italiana
REC.MI,azione,,Recordati,REC.MI,Borsa Italiana
SPM.MI,azione,,Saipem,SPM.MI,Borsa Italiana
SRG.MI,azione,,Snam,SRG.MI,Borsa Italiana
STLAM.MI,azione,,Stellantis,STLAM.MI,Borsa Italiana
STMMI.MI,azione,,STMicroelectronics,STMMI.MI,Borsa Italiana
TIT.MI,azione,,Telecom Italia,TIT.MI,Borsa Italiana
TEN.MI,azione,,Tenaris,TEN.MI,Borsa Italiana
TRN.MI,azione,,Terna,TRN.MI,Borsa Italiana
UCG.MI,azione,,UniCredit,UCG.MI,Borsa Italiana
UNI.MI,azione,,Unipol,UNI.MI,Borsa Italiana
ADS.DE,azione,,Adidas,ADS.DE,Xetra
AIR.DE,azione,,Airbus,AIR.DE,Xetra
ALV.DE,azione,,Allianz,ALV.DE,Xetra
BAS.DE,azione,,BASF,BAS.DE,Xetra
BAYN.DE,azione,,Bayer,BAYN.DE,Xetra
BEI.DE,azione,,Beiersdorf,BEI.DE,Xetra
BMW.DE,azione,,BMW,BMW.DE,Xetra
BNR.DE,azione,,Brenntag,BNR.DE,Xetra
CBK.DE,azione,,Commerzbank,CBK.DE,Xetra
CON.DE,azione,,Continental,CON.DE,Xetra
1COV.DE,azione,,Covestro,1COV.DE,Xetra
DTG.DE,azione,,Daimler Truck,DTG.DE,Xetra
DBK.DE,azione,,Deutsche Bank,DBK.DE,Xetra
DB1.DE,azione,,Deutsche Boerse,DB1.DE,Xetra
DHL.DE,azione,,DHL Group,DHL.DE,Xetra
DTE.DE,azione,,Deutsche Telekom,DTE.DE,Xetra
EOAN.DE,azione,,E.ON,EOAN.DE,Xetra
FRE.DE,azione,,Fresenius,FRE.DE,Xetra
FME.DE,azione,,Fresenius Medical Care,FME.DE,Xetra
HNR1.DE,azione,,Hannover Rueck,HNR1.DE,Xetra
HEI.DE,azione,,Heidelberg Materials,HEI.DE,Xetra
HEN3.DE,azione,,Henkel,HEN3.DE,Xetra
IFX.DE,azione,,Infineon,IFX.DE,Xetra
MBG.DE,azione,,Mercedes-Benz,MBG.DE,Xetra
MRK.DE,azione,,Merck KGaA,MRK.DE,Xetra
MTX.DE,azione,,MTU Aero Engines,MTX.DE,Xetra
MUV2.DE,azione,,Munich Re,MUV2.DE,Xetra
P911.DE,azione,,Porsche AG,P911.DE,Xetra
PAH3.DE,azione,,Porsche SE,PAH3.DE,Xetra
QIA.DE,azione,,Qiagen,QIA.DE,Xetra
RHM.DE,azione,,Rheinmetall,RHM.DE,Xetra
RWE.DE,azione,,RWE,RWE.DE,Xetra
SAP.DE,azione,,SAP,SAP.DE,Xetra
SRT3.DE,azione,,Sartorius,SRT3.DE,Xetra
SIE.DE,azione,,Siemens,SIE.DE,Xetra
ENR.DE,azione,,Siemens Energy,ENR.DE,Xetra
SHL.DE,azione,,Siemens Healthineers,SHL.DE,Xetra
SY1.DE,azione,,Symrise,SY1.DE,Xetra
VOW3.DE,azione,,Volkswagen,VOW3.DE,Xetra
VNA.DE,azione,,Vonovia,VNA.DE,Xetra
ZAL.DE,azione,,Zalando,ZAL.DE,Xetra
